0,22.60751557,0,23.74233383,23.17477752,0,0,0,0,731052714.7,0,0,2.396261233,4.674970889,0.034232291,0.066785345,0,0,244716.5733,5588.242237,94.11622853,78.8301549,6409325.648,8911567.121,76.50725475,18.0936624,2.972978048,0,0,261332.9315,25154.51211,214.368884,102.4012768,17004736239,117.6,2.486264124,0,0,74666.50555,2267907.335,603.9649335,1646.295585,9803190409,112,26,158
0,99.56657796,0,96.30064235,97.93363712,0,0,0,0,558572433.2,0,0,2.333236915,0,0.033331957,0,0,0,223.9225615,269.9130253,3.315975456,3.348554785,0,15083.54782,0,0.695580789,7.211597511,0,0,4445.048092,10139.56376,42.26664399,19.699951,16797209670,126,2.080187407,0,0,66831.27954,2022711.877,538.7619296,1475.819727,13368238901,126,20,123
0,99.07362177,0,0.900050983,49.98694991,0,0,0,0,582412151.5,0,0,8.121268825,5.788822606,0.133073949,0.09975353,0,0,2.332223352,0,0.033317464,0,0,10659.34567,0,0.467154014,5.527870373,0,0,77222.16779,2044087.987,569.8541216,1506.400219,12791340783,126,0.717620757,0,0,3824.6066,4818.794545,32.43331617,9.499960807,17628982750,126,18,187
0,94.41109792,0,94.94533742,94.67825804,0,0,0,0,587122414.9,0,0,104.1979352,162.9362039,0.936252643,0.936419544,0,0,7.463235506,2.802929304,0.133312855,0.066736551,0,15268.29657,0,0.732075746,8.387132737,0,0,47406.75466,1347346.636,331.1342641,993.5033249,9139210513,126,0.921725939,0,0,5881.323032,10170.42073,40.86671253,18.69991218,17571753165,126,23,158
0,97.03389707,0,4.466280233,50.74996177,0,0,0,0,561128271.2,0,0,2.332179852,0,0.033316809,0,0,0,234.4891052,272.4328619,2.466132542,2.366128844,0,13788.63314,0,0.76674344,4.105777267,0,0,4075.775254,10362.45726,33.6335244,18.53349362,16811654623,126,2.012483583,0,0,41971.58185,1357767.747,346.1340869,1003.702312,13393692536,126,21,143
0,98.46074021,0,98.82716276,98.64407771,0,0,0,0,580386881,0,0,3.749355147,1.403641432,0.066930326,0.033420141,0,0,4.345356714,0,2.03350529,0,0,12350.36913,0,0.467378389,8.551805927,0,0,49827.96472,1507867.982,366.5660512,1125.029189,12787145662,126,0.774905921,0,0,3583.221925,4365.813337,35.6667516,12.16670444,17615757587,124.6,18,173
0,98.50091042,0,99.20110341,98.85105681,0,0,0,0,586864230.4,0,0,2.337914267,0,0.03339885,0,0,0,8.111861193,5.82782863,0.133031592,0.100270923,0,14307.03366,0,0.798732908,8.903301169,0,0,95358.43513,2679106.402,700.3430034,1946.15932,9112886613,126,0.923875582,0,0,5877.526361,10344.55831,42.10003368,20.06673935,17547227955,126,22,160
0,99.70039902,0,99.53361849,99.61696751,0,0,0,0,588277297.3,0,0,2.334540594,0,0.033350135,0,0,0,5.385423772,0,3.034077476,0,0,15017.31392,0,0.53279205,7.272512764,0,0,5356.183139,10819.27344,47.69996862,21.33327114,16949368972,126,2.048043236,0,0,68929.00923,2157977.532,581.1648072,1569.2966,13503378776,126,20,128
0,99.40246496,0,0.86689881,50.13465457,0,0,0,0,555902713.4,0,0,8.136924814,5.754617238,0.133074934,0.099212096,0,0,4.297227139,0,2.032817492,0,0,10941.56614,0,0.53161401,5.37837329,0,0,50594.16268,1634251.091,418.730294,1212.422709,12675092072,126,0.856283869,0,0,4770.833671,5613.944858,35.40003793,13.73335714,17446508819,126,18,181
0,92.94774446,0,92.68070458,92.8143145,0,0,0,0,563885945.5,0,0,2.397900758,0,0.03425565,0,0,0,0,0,0,0,0,11770.16694,0,0.435591647,7.528244822,0,0,8056.084699,17181.16769,52.23323599,29.39990925,16833504735,126,2.258869159,0,0,78538.15517,2384980.156,655.3643604,1729.161403,9831897499,126,26,115
